magna bibendum,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,3978,true
justo in,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,3991,true
vitae,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,4004,false
massa volutpat convallis,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,4017,false
luctus,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,4030,false
ante,libero nam dui proin leo odio porttitor id consequat in,4043,true
in sapien,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,4056,false
vel sem sed,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,4069,false
viverra,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,4082,true
aliquet,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,4095,true
morbi,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,4108,true
at velit vivamus,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,4121,true
mattis egestas metus,est et tempus semper est quam pharetra magna ac consequat,4134,true
sed ante,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,4147,true
nulla,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,4160,false
elit ac nulla,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,4173,true
viverra dapibus nulla,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,4186,true
aenean,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,4199,false
hac habitasse platea,sed ante vivamus tortor duis mattis egestas metus aenean fermentum,4212,true
facilisi cras non,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,4225,false
in felis eu,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,4238,false
nec nisi vulputate,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,4251,false
at velit,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,4264,true
tempor convallis nulla,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,4277,false
morbi,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,4290,true
ipsum,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,4303,true
mattis,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,4316,true
lacinia sapien,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,4329,false
at lorem,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,4342,true
curabitur,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,4355,true
habitasse,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,4368,false
elit ac,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,4381,true
cursus id,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,4394,false
duis mattis,condimentum curabitur in libero ut massa volutpat convallis morbi odio,4407,true
penatibus et,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,4420,true
ac,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,4433,true
maecenas ut,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,4446,false
urna pretium,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,4459,false
ultricies eu nibh,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,4472,true
consequat,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,4485,true
nunc,pede justo eu massa donec dapibus duis at velit eu est,4498,true
sapien urna,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,4511,true
nulla,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,4524,false
varius integer ac,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,4537,false
vivamus vel,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,4550,true
pede posuere nonummy,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,4563,true
sem,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,4576,true
ipsum,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,4589,false
pretium quis lectus,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,4602,false
venenatis lacinia aenean,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,4615,true
at,eu massa donec dapibus duis at velit eu est congue elementum in hac,4628,true
risus,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,4641,true
posuere,blandit nam nulla integer pede justo lacinia eget tincidunt eget,4654,false
ipsum,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,4667,true
iaculis justo in,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,4680,false
donec semper,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,4693,false
hendrerit at,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,4706,true
vitae quam,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,4719,false
habitasse platea,tellus nulla ut erat id mauris vulputate elementum nullam varius,4732,false
lacinia nisi,ut odio cras mi pede malesuada in imperdiet et commodo vulputate,4745,true
lacus,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,4758,false
vel,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,4771,false
non,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,4784,true
et ultrices posuere,neque duis bibendum morbi non quam nec dui luctus rutrum,4797,false
eu,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,4810,true
rutrum neque aenean,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,4823,true
cubilia,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,4836,false
lectus,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,4849,true
velit,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,4862,false
nulla,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,4875,true
et tempus,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,4888,false
platea,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,4901,true
aliquet,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,4914,false
porttitor lorem id,eleifend donec ut dolor morbi vel lectus in quam fringilla,4927,false
aliquam lacus morbi,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,4940,false
ipsum primis,non quam nec dui luctus rutrum nulla tellus in sagittis,4953,true
dapibus nulla suscipit,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,4966,false
vel lectus,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,4979,true
fermentum,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,4992,false
viverra dapibus nulla,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,5005,false
sit amet,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,5018,true
quis lectus,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,5031,false
felis eu,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,5044,false
volutpat dui,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,5057,false
ipsum,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,5070,true
posuere metus,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,5083,true
vestibulum,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,5096,false
sodales scelerisque,eu nibh quisque id justo sit amet sapien dignissim vestibulum,5109,true
pretium,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,5122,false
congue risus,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,5135,false
pulvinar lobortis,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,5148,false
aliquam lacus,varius ut blandit non interdum in ante vestibulum ante ipsum,5161,true
a libero nam,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,5174,true
amet justo morbi,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,5187,true
rhoncus,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,5200,true
proin leo,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,5213,true
aenean lectus,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,5226,true
sed,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,5239,false
interdum,sapien non mi integer ac neque duis bibendum morbi non quam nec dui,5252,false
leo,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,5265,true
curae donec pharetra,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,5278,true
lectus vestibulum quam,elit proin risus praesent lectus vestibulum quam sapien varius ut,5291,true
turpis integer aliquet,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,5304,false
faucibus orci luctus,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,5317,false
volutpat dui maecenas,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,5330,true
sem sed sagittis,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,5343,false
vivamus tortor,quis turpis eget elit sodales scelerisque mauris sit amet eros,5356,true
vulputate,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,5369,true
habitasse platea dictumst,nam dui proin leo odio porttitor id consequat in consequat ut nulla,5382,false
eu orci,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,5395,false
et,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,5408,true
convallis morbi,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,5421,false
dui nec nisi,dui nec nisi volutpat eleifend donec ut dolor morbi vel,5434,false
nulla tempus vivamus,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,5447,false
iaculis justo in,in felis donec semper sapien a libero nam dui proin leo odio porttitor,5460,true
lacus,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,5473,false
cras non,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,5486,false
eleifend,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,5499,true
molestie nibh in,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,5512,true
nam,varius nulla facilisi cras non velit nec nisi vulputate nonummy,5525,false
egestas metus,in est risus auctor sed tristique in tempus sit amet sem fusce,5538,false
purus aliquet at,aliquet at feugiat non pretium quis lectus suspendisse potenti in,5551,false
vehicula consequat,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,5564,false
congue,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,5577,true
sapien cum,neque sapien placerat ante nulla justo aliquam quis turpis eget,5590,true
id ligula,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,5603,true
orci pede venenatis,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,5616,true
massa,mi pede malesuada in imperdiet et commodo vulputate justo in,5629,false
consequat lectus in,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,5642,true
condimentum,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,5655,true
id nisl venenatis,duis faucibus accumsan odio curabitur convallis duis consequat dui nec,5668,true
tristique est et,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,5681,true
vel accumsan,sem sed sagittis nam congue risus semper porta volutpat quam,5694,true
vitae,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,5707,true
sed tincidunt eu,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,5720,true
proin,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,5733,false
condimentum neque,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,5746,false
luctus,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,5759,true
sed,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,5772,false
fusce posuere,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,5785,true
auctor gravida,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,5798,true
pede ullamcorper,vulputate ut ultrices vel augue vestibulum ante ipsum primis in,5811,true
habitasse platea dictumst,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,5824,true
dictumst,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,5837,false
neque aenean,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,5850,true
volutpat,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,5863,false
lobortis convallis tortor,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,5876,false
nisi,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,5889,true
magnis dis,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,5902,false
quis turpis,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,5915,true
auctor gravida sem,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,5928,false
nunc commodo placerat,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,5941,true
luctus et ultrices,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,5954,false
elementum nullam,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,5967,true
auctor gravida sem,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,5980,false
maecenas pulvinar lobortis,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,5993,true
arcu adipiscing,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,6006,false
massa,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,6019,false
ridiculus mus,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,6032,false
ac,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,6045,true
quisque,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,6058,false
placerat praesent,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,6071,false
aliquam erat volutpat,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,6084,true
purus phasellus,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,6097,true
vestibulum vestibulum ante,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,6110,true
in sagittis dui,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,6123,true
metus arcu adipiscing,turpis integer aliquet massa id lobortis convallis tortor risus dapibus,6136,true
augue vel,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,6149,true
at,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,6162,false
justo nec condimentum,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,6175,true
dui nec nisi,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,6188,true
platea dictumst,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,6201,true
ridiculus,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,6214,false
id sapien in,proin eu mi nulla ac enim in tempor turpis nec euismod,6227,false
non interdum,lectus pellentesque at nulla suspendisse potenti cras in purus eu,6240,false
justo,pede ac diam cras pellentesque volutpat dui maecenas tristique est,6253,true
in,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,6266,true
bibendum morbi,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,6279,true
augue,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,6292,false
erat vestibulum,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,6305,false
mi,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,6318,true
vestibulum ante,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,6331,false
justo lacinia,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,6344,false
nulla nisl,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,6357,true
maecenas tristique est,tristique est et tempus semper est quam pharetra magna ac consequat metus,6370,false
donec,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,6383,true
at,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,6396,true
tellus nisi eu,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,6409,false
sodales scelerisque mauris,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,6422,false
dolor sit,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,6435,false
nam tristique,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,6448,false
duis mattis egestas,odio porttitor id consequat in consequat ut nulla sed accumsan,6461,true
diam cras,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,6474,true
dui maecenas,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,6487,true
dis parturient,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,6500,false
velit,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,6513,true
accumsan tellus nisi,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,6526,false
sit amet nulla,in tempus sit amet sem fusce consequat nulla nisl nunc nisl,6539,true
ipsum primis in,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,6552,true
rhoncus sed,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,6565,true
faucibus accumsan,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,6578,false
orci luctus et,at turpis donec posuere metus vitae ipsum aliquam non mauris,6591,true
eu magna vulputate,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,6604,false
luctus,ultrices phasellus id sapien in sapien iaculis congue vivamus metus,6617,true
viverra,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,6630,false
purus sit amet,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,6643,true
lacus purus aliquet,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,6656,false
iaculis diam erat,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,6669,true
justo nec condimentum,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,6682,false
pulvinar,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,6695,true
suscipit ligula in,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,6708,true
fusce congue,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,6721,true
integer ac,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,6734,true
mauris ullamcorper purus,sed augue aliquam erat volutpat in congue etiam justo etiam pretium,6747,false
et magnis dis,mi nulla ac enim in tempor turpis nec euismod scelerisque quam,6760,true
vel,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,6773,false
id pretium,semper est quam pharetra magna ac consequat metus sapien ut,6786,true
integer ac leo,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,6799,true
a libero nam,arcu libero rutrum ac lobortis vel dapibus at diam nam,6812,true
nunc commodo placerat,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,6825,true
in,tincidunt lacus at velit vivamus vel nulla eget eros elementum,6838,false
orci,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,6851,false
vivamus,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,6864,true
ultrices,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,6877,true
elementum pellentesque,lobortis sapien sapien non mi integer ac neque duis bibendum,6890,true
faucibus cursus,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,6903,false
augue a,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,6916,true
non,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,6929,false
id sapien,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,6942,false
lectus in est,lectus aliquam sit amet diam in magna bibendum imperdiet nullam,6955,false
rhoncus sed,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,6968,true
vestibulum ac,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,6981,true
in,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,6994,false
ante ipsum,nunc purus phasellus in felis donec semper sapien a libero nam dui proin,7007,false
in quis,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,7020,false
volutpat quam,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,7033,true
ac,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,7046,false
est phasellus,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,7059,false
curabitur,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,7072,false
morbi vestibulum,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,7085,true
etiam pretium iaculis,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,7098,false
est quam,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,7111,false
congue,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,7124,false
habitasse platea,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,7137,true
id ligula suspendisse,tempus semper est quam pharetra magna ac consequat metus sapien,7150,false
congue vivamus,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,7163,true
semper,orci eget orci vehicula condimentum curabitur in libero ut massa,7176,true
enim sit,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,7189,false
eros suspendisse accumsan,ac est lacinia nisi venenatis tristique fusce congue diam id,7202,false
amet lobortis sapien,phasellus id sapien in sapien iaculis congue vivamus metus arcu,7215,true
integer aliquet,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,7228,false
duis faucibus accumsan,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,7241,true
ligula vehicula consequat,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,7254,false
tortor,in purus eu magna vulputate luctus cum sociis natoque penatibus,7267,false
condimentum id,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,7280,true
quis odio consequat,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,7293,true
ante,neque duis bibendum morbi non quam nec dui luctus rutrum nulla,7306,true
rhoncus aliquam lacus,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,7319,true
quisque porta volutpat,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,7332,false
consequat,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,7345,true
elementum pellentesque,pede ac diam cras pellentesque volutpat dui maecenas tristique est et,7358,false
nec dui luctus,nulla sed accumsan felis ut at dolor quis odio consequat varius integer,7371,false
primis in faucibus,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,7384,true
dolor sit amet,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,7397,false
eget rutrum at,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,7410,true
elit ac nulla,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,7423,false
tempor,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,7436,true
nulla tellus,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,7449,false
habitasse platea,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,7462,true
odio consequat varius,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,7475,false
vel lectus,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,7488,true
sit amet,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,7501,true
nibh in quis,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,7514,true
nulla facilisi,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,7527,false
sit amet diam,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,7540,true
ultrices,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,7553,true
eu mi,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,7566,true
id,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,7579,true
nibh in,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,7592,true
tristique est et,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,7605,true
nulla ultrices,nisl duis ac nibh fusce lacus purus aliquet at feugiat,7618,true
elementum nullam varius,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,7631,true
ipsum primis in,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,7644,false
sit amet diam,odio in hac habitasse platea dictumst maecenas ut massa quis augue,7657,true
sed,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,7670,true
maecenas leo,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,7683,true
tristique est,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,7696,false
sit,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,7709,true
vel pede,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,7722,false
in,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,7735,false
interdum,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,7748,false
praesent lectus,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,7761,true
iaculis diam,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,7774,true
sem sed,ut dolor morbi vel lectus in quam fringilla rhoncus mauris,7787,true
porta volutpat,et tempus semper est quam pharetra magna ac consequat metus,7800,true
dui proin,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,7813,true
potenti in,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,7826,false
erat,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,7839,true
aliquet,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,7852,true
volutpat,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,7865,true
montes nascetur,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,7878,false
vestibulum quam,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,7891,false
orci mauris lacinia,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,7904,true
tortor quis turpis,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,7917,true
